date,close,rsi14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,sma20,sma50,sma_cross,above_sma20,above_sma50,ticker
2026-08-03,1045.5699,35.08,-10.612126,10.698901,-21.311027,1383.76,1090.61,-0.154,1237.185,1214.2726,0,False,False,FICO
2026-08-03,45.265,60.91,1.210293,0.787921,0.422372,46.4872,38.7173,0.843,42.6023,41.1013,0,True,True,FIS
2026-08-03,54.46,58.22,0.714305,0.208345,0.505961,55.3555,48.3405,0.872,51.848,52.1678,0,True,True,FISV
2026-08-03,56.665,51.71,0.757858,1.098969,-0.341111,58.8096,55.7159,0.307,57.2627,54.1097,0,False,True,FITB
2026-08-03,1745.36,49.59,-36.524931,-39.116939,2.592008,1853.8623,1585.6847,0.595,1719.7735,1815.8608,0,True,False,FIX
2026-08-03,115.455,41.76,-7.491111,-6.617606,-0.873505,142.2241,104.3454,0.293,123.2848,138.7571,0,False,False,FLEX
2026-08-03,10.375,46.86,-0.711478,-0.703168,-0.00831,12.0146,10.1609,0.115,11.0877,12.6479,0,False,False,FMC
2026-08-03,52.25,55.6,0.279456,-0.121587,0.401043,53.3834,47.7266,0.8,50.555,52.2909,0,True,False,FOX
2026-08-03,58.7,57.04,0.458134,-0.028915,0.487049,59.8549,52.9771,0.832,56.416,58.2098,0,True,True,FOXA
2026-08-03,123.29,48.75,0.916143,1.215696,-0.299553,128.1455,119.7965,0.418,123.971,122.2233,0,False,True,FRT
2026-08-03,235.345,58.97,-7.224565,-10.158029,2.933464,235.8052,192.8653,0.989,214.3353,245.1207,0,True,False,FSLR
