date,window,kind,asset_a,asset_b,corr
2019-11-22,63,sector,Consumer Discretionary,Information Technology,0.14881785357997676
2019-11-22,63,sector,Consumer Discretionary,Materials,-0.05375522101130842
2019-11-22,63,sector,Consumer Discretionary,Utilities,0.2193656806055564
2019-11-22,63,sector,Consumer Staples,Energy,-0.07517081680385723
2019-11-22,63,sector,Consumer Staples,Financials,0.07240113631623961
2019-11-22,63,sector,Consumer Staples,Health Care,0.41060213119964095
2019-11-22,63,sector,Consumer Staples,Industrials,0.009382860742023836
2019-11-22,63,sector,Consumer Staples,Information Technology,-0.06553632366518683
2019-11-22,63,sector,Consumer Staples,Materials,-0.16465449228380546
2019-11-22,63,sector,Consumer Staples,Utilities,0.5620956864245352
2019-11-22,63,sector,Energy,Financials,0.5887967357440311
2019-11-22,63,sector,Energy,Health Care,0.05071061775332121
2019-11-22,63,sector,Energy,Industrials,0.5858391559591792
2019-11-22,63,sector,Energy,Information Technology,0.2576937006311567
2019-11-22,63,sector,Energy,Materials,0.6674036007789377
2019-11-22,63,sector,Energy,Utilities,-0.16303592632356978
2019-11-22,63,sector,Financials,Health Care,0.29319599463991236
2019-11-22,63,sector,Financials,Industrials,0.8633498570248268
2019-11-22,63,sector,Financials,Information Technology,0.6424977894149894
2019-11-22,63,sector,Financials,Materials,0.7846009529237797
2019-11-22,63,sector,Financials,Utilities,-0.12742090915464493
2019-11-22,63,sector,Health Care,Industrials,0.45414445195916525
2019-11-22,63,sector,Health Care,Information Technology,0.28763126528795563
2019-11-22,63,sector,Health Care,Materials,0.19984107458601957
2019-11-22,63,sector,Health Care,Utilities,0.23849169911219606
2019-11-22,63,sector,Industrials,Information Technology,0.6578970571353512
2019-11-22,63,sector,Industrials,Materials,0.7642682801741909
2019-11-22,63,sector,Industrials,Utilities,-0.15414805776255522
2019-11-22,63,sector,Information Technology,Materials,0.5798883593095274
2019-11-22,63,sector,Information Technology,Utilities,-0.26222246431026297
2019-11-22,63,sector,Materials,Utilities,-0.3036680927223427
2019-12-24,63,sector,Consumer Discretionary,Consumer Staples,0.34963658424378313
2019-12-24,63,sector,Consumer Discretionary,Energy,-0.05094635824967973
2019-12-24,63,sector,Consumer Discretionary,Financials,0.3005309042982925
2019-12-24,63,sector,Consumer Discretionary,Health Care,0.3492778192050482
2019-12-24,63,sector,Consumer Discretionary,Industrials,0.20992319488448133
2019-12-24,63,sector,Consumer Discretionary,Information Technology,0.1917399104067191
2019-12-24,63,sector,Consumer Discretionary,Materials,0.050895528459022156
2019-12-24,63,sector,Consumer Discretionary,Utilities,0.3418099474460437
2019-12-24,63,sector,Consumer Staples,Energy,0.02038988521721395
2019-12-24,63,sector,Consumer Staples,Financials,0.17386900801235583
2019-12-24,63,sector,Consumer Staples,Health Care,0.4008177749934861
2019-12-24,63,sector,Consumer Staples,Industrials,0.07840581086432288
2019-12-24,63,sector,Consumer Staples,Information Technology,-0.004068726258645356
2019-12-24,63,sector,Consumer Staples,Materials,-0.09621649663031899
2019-12-24,63,sector,Consumer Staples,Utilities,0.5844726745690318
2019-12-24,63,sector,Energy,Financials,0.6218581866888371
2019-12-24,63,sector,Energy,Health Care,0.2578246670814051
2019-12-24,63,sector,Energy,Industrials,0.5789981362711911
2019-12-24,63,sector,Energy,Information Technology,0.23292547343017034
2019-12-24,63,sector,Energy,Materials,0.6830211154457748
2019-12-24,63,sector,Energy,Utilities,-0.03324723481043645
2019-12-24,63,sector,Financials,Health Care,0.5215600008375962
2019-12-24,63,sector,Financials,Industrials,0.810055638103745
2019-12-24,63,sector,Financials,Information Technology,0.6223540742809357
2019-12-24,63,sector,Financials,Materials,0.7710597991686776
2019-12-24,63,sector,Financials,Utilities,0.022418893155356032
2019-12-24,63,sector,Health Care,Industrials,0.5781992673442009
2019-12-24,63,sector,Health Care,Information Technology,0.4300447206335863
2019-12-24,63,sector,Health Care,Materials,0.32898776427277354
2019-12-24,63,sector,Health Care,Utilities,0.31033268152479143
2019-12-24,63,sector,Industrials,Information Technology,0.6232927471755931
2019-12-24,63,sector,Industrials,Materials,0.7372333274944881
2019-12-24,63,sector,Industrials,Utilities,0.040006970917004316
2019-12-24,63,sector,Information Technology,Materials,0.5562331950191438
2019-12-24,63,sector,Information Technology,Utilities,-0.15257080581969196
2019-12-24,63,sector,Materials,Utilities,-0.23279724790495385
2020-01-27,63,sector,Consumer Discretionary,Consumer Staples,0.2645232632968775
2020-01-27,63,sector,Consumer Discretionary,Energy,-0.12311020996151706
2020-01-27,63,sector,Consumer Discretionary,Financials,0.21570294684457603
2020-01-27,63,sector,Consumer Discretionary,Health Care,0.28017921916861077
2020-01-27,63,sector,Consumer Discretionary,Industrials,0.14571229240934266
2020-01-27,63,sector,Consumer Discretionary,Information Technology,0.22299636072196866
2020-01-27,63,sector,Consumer Discretionary,Materials,0.009567012499832083
2020-01-27,63,sector,Consumer Discretionary,Utilities,0.26177748101241705
2020-01-27,63,sector,Consumer Staples,Energy,-0.2072354819101496
2020-01-27,63,sector,Consumer Staples,Financials,-0.07475160741785813
2020-01-27,63,sector,Consumer Staples,Health Care,0.23227173043266894
2020-01-27,63,sector,Consumer Staples,Industrials,-0.18149425171246686
2020-01-27,63,sector,Consumer Staples,Information Technology,0.0014354694167530717
2020-01-27,63,sector,Consumer Staples,Materials,-0.07723658428731932
2020-01-27,63,sector,Consumer Staples,Utilities,0.5349184618348505
2020-01-27,63,sector,Energy,Financials,0.5293272234906568
2020-01-27,63,sector,Energy,Health Care,0.13328498644190492
2020-01-27,63,sector,Energy,Industrials,0.4844826936325367
2020-01-27,63,sector,Energy,Information Technology,0.16289861180652757
2020-01-27,63,sector,Energy,Materials,0.6159059320309371
2020-01-27,63,sector,Energy,Utilities,-0.2186504157073097
2020-01-27,63,sector,Financials,Health Care,0.36404303040127356
2020-01-27,63,sector,Financials,Industrials,0.7070018229770776
2020-01-27,63,sector,Financials,Information Technology,0.7017110444568341
2020-01-27,63,sector,Financials,Materials,0.782245011301403
2020-01-27,63,sector,Financials,Utilities,-0.27025196039565536
2020-01-27,63,sector,Health Care,Industrials,0.3140349736149917
2020-01-27,63,sector,Health Care,Information Technology,0.4085255704729067
2020-01-27,63,sector,Health Care,Materials,0.2853406359744765
2020-01-27,63,sector,Health Care,Utilities,0.05735880367584673
2020-01-27,63,sector,Industrials,Information Technology,0.6714155881888009
2020-01-27,63,sector,Industrials,Materials,0.640849364799225
2020-01-27,63,sector,Industrials,Utilities,-0.2068505930703714
2020-01-27,63,sector,Information Technology,Materials,0.4877551609693216
2020-01-27,63,sector,Information Technology,Utilities,-0.17714564027807794
2020-01-27,63,sector,Materials,Utilities,-0.34246400573000835
2020-02-26,63,sector,Consumer Discretionary,Consumer Staples,0.430364010986597
2020-02-26,63,sector,Consumer Discretionary,Energy,0.5338879592037743
2020-02-26,63,sector,Consumer Discretionary,Financials,0.6544373003921314
2020-02-26,63,sector,Consumer Discretionary,Health Care,0.52529837008495
2020-02-26,63,sector,Consumer Discretionary,Industrials,0.6036887853791326
2020-02-26,63,sector,Consumer Discretionary,Information Technology,0.4640062727181661
2020-02-26,63,sector,Consumer Discretionary,Materials,0.5979216528091628
2020-02-26,63,sector,Consumer Discretionary,Utilities,0.3387934833649234
2020-02-26,63,sector,Consumer Staples,Energy,0.40012351514230543
2020-02-26,63,sector,Consumer Staples,Financials,0.4806781918983446
2020-02-26,63,sector,Consumer Staples,Health Care,0.5929452701020006
2020-02-26,63,sector,Consumer Staples,Industrials,0.3873650740026496
2020-02-26,63,sector,Consumer Staples,Information Technology,0.39241033276106563
2020-02-26,63,sector,Consumer Staples,Materials,0.45311535854780904
2020-02-26,63,sector,Consumer Staples,Utilities,0.45726266634501
2020-02-26,63,sector,Energy,Financials,0.7794938670293918
2020-02-26,63,sector,Energy,Health Care,0.5683133838887359
2020-02-26,63,sector,Energy,Industrials,0.6683228634237777
2020-02-26,63,sector,Energy,Information Technology,0.6197308583585149
2020-02-26,63,sector,Energy,Materials,0.6775444952024388
2020-02-26,63,sector,Energy,Utilities,0.15449512982321242
2020-02-26,63,sector,Financials,Health Care,0.6813193827728632
2020-02-26,63,sector,Financials,Industrials,0.7339424162961562
2020-02-26,63,sector,Financials,Information Technology,0.7360648310634517
2020-02-26,63,sector,Financials,Materials,0.7542149950885745
2020-02-26,63,sector,Financials,Utilities,0.22619465340375922
2020-02-26,63,sector,Health Care,Industrials,0.6109632794859765
2020-02-26,63,sector,Health Care,Information Technology,0.6256631987405892
2020-02-26,63,sector,Health Care,Materials,0.683677607026984
2020-02-26,63,sector,Health Care,Utilities,0.11670058085041923
2020-02-26,63,sector,Industrials,Information Technology,0.6842464336640561
2020-02-26,63,sector,Industrials,Materials,0.6844073332642321
2020-02-26,63,sector,Industrials,Utilities,0.15949961857527256
2020-02-26,63,sector,Information Technology,Materials,0.6332482009147994
2020-02-26,63,sector,Information Technology,Utilities,0.013232235969110486
2020-02-26,63,sector,Materials,Utilities,0.15974814252608685
2020-03-26,63,sector,Consumer Discretionary,Consumer Staples,0.8710073869273437
2020-03-26,63,sector,Consumer Discretionary,Energy,0.5956701924855415
2020-03-26,63,sector,Consumer Discretionary,Financials,0.8744854350419465
2020-03-26,63,sector,Consumer Discretionary,Health Care,0.8898181130058483
2020-03-26,63,sector,Consumer Discretionary,Industrials,0.8590587471707662
2020-03-26,63,sector,Consumer Discretionary,Information Technology,0.9021855996621042
2020-03-26,63,sector,Consumer Discretionary,Materials,0.8475433622382534
2020-03-26,63,sector,Consumer Discretionary,Utilities,0.8534577455985901
2020-03-26,63,sector,Consumer Staples,Energy,0.5052335846663838
2020-03-26,63,sector,Consumer Staples,Financials,0.8124010901596002
2020-03-26,63,sector,Consumer Staples,Health Care,0.9513340847649262
2020-03-26,63,sector,Consumer Staples,Industrials,0.8604766464110779
2020-03-26,63,sector,Consumer Staples,Information Technology,0.858492544080406
2020-03-26,63,sector,Consumer Staples,Materials,0.8042643215540645
2020-03-26,63,sector,Consumer Staples,Utilities,0.9606388533455118
2020-03-26,63,sector,Energy,Financials,0.8561177459448499
2020-03-26,63,sector,Energy,Health Care,0.5580248774101083
2020-03-26,63,sector,Energy,Industrials,0.7233268222755084
2020-03-26,63,sector,Energy,Information Technology,0.6900386292375343
2020-03-26,63,sector,Energy,Materials,0.8244719312571632
2020-03-26,63,sector,Energy,Utilities,0.46857123534085654
2020-03-26,63,sector,Financials,Health Care,0.8519445936460641
2020-03-26,63,sector,Financials,Industrials,0.9143887214943519
2020-03-26,63,sector,Financials,Information Technology,0.9073405549785066
2020-03-26,63,sector,Financials,Materials,0.9421313555831281
2020-03-26,63,sector,Financials,Utilities,0.7839084419342429
2020-03-26,63,sector,Health Care,Industrials,0.8865327258964315
2020-03-26,63,sector,Health Care,Information Technology,0.9115964828084945
2020-03-26,63,sector,Health Care,Materials,0.8285804703572701
2020-03-26,63,sector,Health Care,Utilities,0.9131564413932775
2020-03-26,63,sector,Industrials,Information Technology,0.9200799495588797
2020-03-26,63,sector,Industrials,Materials,0.8999880531538557
2020-03-26,63,sector,Industrials,Utilities,0.8478263959053906
2020-03-26,63,sector,Information Technology,Materials,0.8830270367921753
2020-03-26,63,sector,Information Technology,Utilities,0.8245685430348394
2020-03-26,63,sector,Materials,Utilities,0.7547346671955524
2020-04-27,63,sector,Consumer Discretionary,Consumer Staples,0.8672799821487082
2020-04-27,63,sector,Consumer Discretionary,Energy,0.5713735476326284
2020-04-27,63,sector,Consumer Discretionary,Financials,0.8187603488408957
2020-04-27,63,sector,Consumer Discretionary,Health Care,0.8668619346975769
2020-04-27,63,sector,Consumer Discretionary,Industrials,0.8444332323228326
2020-04-27,63,sector,Consumer Discretionary,Information Technology,0.8773854791166542
2020-04-27,63,sector,Consumer Discretionary,Materials,0.8056696226904018
2020-04-27,63,sector,Consumer Discretionary,Utilities,0.8354235965796823
2020-04-27,63,sector,Consumer Staples,Energy,0.502223211843391
2020-04-27,63,sector,Consumer Staples,Financials,0.7720724437181085
2020-04-27,63,sector,Consumer Staples,Health Care,0.9447342289816698
2020-04-27,63,sector,Consumer Staples,Industrials,0.8546246789783463
2020-04-27,63,sector,Consumer Staples,Information Technology,0.8493733758783403
2020-04-27,63,sector,Consumer Staples,Materials,0.7638809369356746
2020-04-27,63,sector,Consumer Staples,Utilities,0.9280340300672909
2020-04-27,63,sector,Energy,Financials,0.8168163890730711
2020-04-27,63,sector,Energy,Health Care,0.580151302397559
2020-04-27,63,sector,Energy,Industrials,0.7336650100276139
2020-04-27,63,sector,Energy,Information Technology,0.6765642648987229
2020-04-27,63,sector,Energy,Materials,0.8186519827256872
2020-04-27,63,sector,Energy,Utilities,0.4770591700953543
2020-04-27,63,sector,Financials,Health Care,0.8039432354418038
2020-04-27,63,sector,Financials,Industrials,0.8978185460831432
2020-04-27,63,sector,Financials,Information Technology,0.8860390877056514
2020-04-27,63,sector,Financials,Materials,0.927395858191965
2020-04-27,63,sector,Financials,Utilities,0.7970070007565818
2020-04-27,63,sector,Health Care,Industrials,0.8859678823254629
2020-04-27,63,sector,Health Care,Information Technology,0.907035226145537
2020-04-27,63,sector,Health Care,Materials,0.7943374960653844
2020-04-27,63,sector,Health Care,Utilities,0.8861877312408583
2020-04-27,63,sector,Industrials,Information Technology,0.914548319842169
2020-04-27,63,sector,Industrials,Materials,0.8938231333851504
2020-04-27,63,sector,Industrials,Utilities,0.8493434195775335
2020-04-27,63,sector,Information Technology,Materials,0.8488512719952838
2020-04-27,63,sector,Information Technology,Utilities,0.832163441190665
2020-04-27,63,sector,Materials,Utilities,0.7420122751306808
2020-05-27,63,sector,Consumer Discretionary,Consumer Staples,0.8607544596210186
2020-05-27,63,sector,Consumer Discretionary,Energy,0.549697049604639
2020-05-27,63,sector,Consumer Discretionary,Financials,0.7908034673530746
2020-05-27,63,sector,Consumer Discretionary,Health Care,0.855056609816669
2020-05-27,63,sector,Consumer Discretionary,Industrials,0.8188281159779469
2020-05-27,63,sector,Consumer Discretionary,Information Technology,0.8716517416019919
2020-05-27,63,sector,Consumer Discretionary,Materials,0.7815657370903168
2020-05-27,63,sector,Consumer Discretionary,Utilities,0.8326495945033435
2020-05-27,63,sector,Consumer Staples,Energy,0.4926137874131735
2020-05-27,63,sector,Consumer Staples,Financials,0.7458858513948237
2020-05-27,63,sector,Consumer Staples,Health Care,0.9188329929019712
2020-05-27,63,sector,Consumer Staples,Industrials,0.8311313605449784
2020-05-27,63,sector,Consumer Staples,Information Technology,0.8403704527397777
2020-05-27,63,sector,Consumer Staples,Materials,0.7521376984518029
2020-05-27,63,sector,Consumer Staples,Utilities,0.9311758358419331
2020-05-27,63,sector,Energy,Financials,0.8116084268527032
2020-05-27,63,sector,Energy,Health Care,0.5221287268805487
2020-05-27,63,sector,Energy,Industrials,0.730426052941404
2020-05-27,63,sector,Energy,Information Technology,0.685952158249875
2020-05-27,63,sector,Energy,Materials,0.8294903486337489
2020-05-27,63,sector,Energy,Utilities,0.4742725399160967
2020-05-27,63,sector,Financials,Health Care,0.7242036204627414
2020-05-27,63,sector,Financials,Industrials,0.9087851313338232
2020-05-27,63,sector,Financials,Information Technology,0.8816014082902529
2020-05-27,63,sector,Financials,Materials,0.9386676346195159
2020-05-27,63,sector,Financials,Utilities,0.7766856309257756
2020-05-27,63,sector,Health Care,Industrials,0.8073517728647673
2020-05-27,63,sector,Health Care,Information Technology,0.8651101113551871
2020-05-27,63,sector,Health Care,Materials,0.7243470290487025
2020-05-27,63,sector,Health Care,Utilities,0.877251732502803
2020-05-27,63,sector,Industrials,Information Technology,0.9087937496581611
2020-05-27,63,sector,Industrials,Materials,0.9021988081997043
2020-05-27,63,sector,Industrials,Utilities,0.8372646489440175
2020-05-27,63,sector,Information Technology,Materials,0.8588903432817006
2020-05-27,63,sector,Information Technology,Utilities,0.8303306554439385
2020-05-27,63,sector,Materials,Utilities,0.7397418156815889
2020-06-25,63,sector,Consumer Discretionary,Consumer Staples,0.7458683623826312
2020-06-25,63,sector,Consumer Discretionary,Energy,0.4076113736693108
2020-06-25,63,sector,Consumer Discretionary,Financials,0.5413591619255371
2020-06-25,63,sector,Consumer Discretionary,Health Care,0.6160902259944349
2020-06-25,63,sector,Consumer Discretionary,Industrials,0.6356306962175435
2020-06-25,63,sector,Consumer Discretionary,Information Technology,0.6774047800087154
2020-06-25,63,sector,Consumer Discretionary,Materials,0.5367830018417121
2020-06-25,63,sector,Consumer Discretionary,Utilities,0.7070126827302634
2020-06-25,63,sector,Consumer Staples,Energy,0.49742224428419163
2020-06-25,63,sector,Consumer Staples,Financials,0.5824736050694866
2020-06-25,63,sector,Consumer Staples,Health Care,0.6948632748722801
2020-06-25,63,sector,Consumer Staples,Industrials,0.6886067023341697
2020-06-25,63,sector,Consumer Staples,Information Technology,0.7393327699929404
2020-06-25,63,sector,Consumer Staples,Materials,0.5890936792869936
2020-06-25,63,sector,Consumer Staples,Utilities,0.7574205007970812
2020-06-25,63,sector,Energy,Financials,0.7599875700547232
2020-06-25,63,sector,Energy,Health Care,0.40780260108928945
2020-06-25,63,sector,Energy,Industrials,0.7772204306790821
2020-06-25,63,sector,Energy,Information Technology,0.7427649791168492
2020-06-25,63,sector,Energy,Materials,0.8064738720547997
2020-06-25,63,sector,Energy,Utilities,0.4394855251904155
2020-06-25,63,sector,Financials,Health Care,0.39769924124239947
2020-06-25,63,sector,Financials,Industrials,0.8829970926619632
2020-06-25,63,sector,Financials,Information Technology,0.8191821577371406
2020-06-25,63,sector,Financials,Materials,0.8937410643997592
2020-06-25,63,sector,Financials,Utilities,0.6384256382181314
2020-06-25,63,sector,Health Care,Industrials,0.5650114021648134
2020-06-25,63,sector,Health Care,Information Technology,0.6626260624934259
2020-06-25,63,sector,Health Care,Materials,0.4841143882495267
2020-06-25,63,sector,Health Care,Utilities,0.5559135592162253
2020-06-25,63,sector,Industrials,Information Technology,0.8387886498743485
2020-06-25,63,sector,Industrials,Materials,0.8891082105679496
2020-06-25,63,sector,Industrials,Utilities,0.6316387789916673
2020-06-25,63,sector,Information Technology,Materials,0.7978077527886064
2020-06-25,63,sector,Information Technology,Utilities,0.6496488136279552
2020-06-25,63,sector,Materials,Utilities,0.571321403486981
2020-07-27,63,sector,Consumer Discretionary,Consumer Staples,0.5445425628431454
2020-07-27,63,sector,Consumer Discretionary,Energy,0.4129525102170888
2020-07-27,63,sector,Consumer Discretionary,Financials,0.45325835691578237
2020-07-27,63,sector,Consumer Discretionary,Health Care,0.43258442247535805
2020-07-27,63,sector,Consumer Discretionary,Industrials,0.5851776858213065
2020-07-27,63,sector,Consumer Discretionary,Information Technology,0.601997296473654
2020-07-27,63,sector,Consumer Discretionary,Materials,0.4912014615506945
2020-07-27,63,sector,Consumer Discretionary,Utilities,0.4254912646195008
2020-07-27,63,sector,Consumer Staples,Energy,0.6179550189867118
2020-07-27,63,sector,Consumer Staples,Financials,0.6059841727786317
2020-07-27,63,sector,Consumer Staples,Health Care,0.4722523009839643
2020-07-27,63,sector,Consumer Staples,Industrials,0.7033615821188002
2020-07-27,63,sector,Consumer Staples,Information Technology,0.618216607485454
2020-07-27,63,sector,Consumer Staples,Materials,0.6826233819799514
2020-07-27,63,sector,Consumer Staples,Utilities,0.63475610667392
2020-07-27,63,sector,Energy,Financials,0.8325686854284583
2020-07-27,63,sector,Energy,Health Care,0.24603071547355723
2020-07-27,63,sector,Energy,Industrials,0.7648643941019697
2020-07-27,63,sector,Energy,Information Technology,0.7816243221537094
2020-07-27,63,sector,Energy,Materials,0.8401329426128572
2020-07-27,63,sector,Energy,Utilities,0.3444297032242858
2020-07-27,63,sector,Financials,Health Care,0.2707329428210759
2020-07-27,63,sector,Financials,Industrials,0.8798826978375051
2020-07-27,63,sector,Financials,Information Technology,0.7649279812118417
2020-07-27,63,sector,Financials,Materials,0.8687876324423462
2020-07-27,63,sector,Financials,Utilities,0.3639089271994876
2020-07-27,63,sector,Health Care,Industrials,0.4445291222177678
2020-07-27,63,sector,Health Care,Information Technology,0.47208863003837903
2020-07-27,63,sector,Health Care,Materials,0.41054982023568504
2020-07-27,63,sector,Health Care,Utilities,0.2799481645706272
2020-07-27,63,sector,Industrials,Information Technology,0.7861185602451428
2020-07-27,63,sector,Industrials,Materials,0.9095009185269554
2020-07-27,63,sector,Industrials,Utilities,0.4587909089397364
2020-07-27,63,sector,Information Technology,Materials,0.8253269391467538
2020-07-27,63,sector,Information Technology,Utilities,0.32156904430071137
2020-07-27,63,sector,Materials,Utilities,0.3815649360024674
2020-08-25,63,sector,Consumer Discretionary,Consumer Staples,0.5634377080259103
2020-08-25,63,sector,Consumer Discretionary,Energy,0.3708926991947567
2020-08-25,63,sector,Consumer Discretionary,Financials,0.23397695779775052
2020-08-25,63,sector,Consumer Discretionary,Health Care,0.4530212934921612
2020-08-25,63,sector,Consumer Discretionary,Industrials,0.4111793627340638
2020-08-25,63,sector,Consumer Discretionary,Information Technology,0.5033449882909885
2020-08-25,63,sector,Consumer Discretionary,Materials,0.40611209655489694
2020-08-25,63,sector,Consumer Discretionary,Utilities,0.34827377496773443
2020-08-25,63,sector,Consumer Staples,Energy,0.6644788287115874
2020-08-25,63,sector,Consumer Staples,Financials,0.5711790175640212
2020-08-25,63,sector,Consumer Staples,Health Care,0.5757344230522324
2020-08-25,63,sector,Consumer Staples,Industrials,0.6737411268715098
2020-08-25,63,sector,Consumer Staples,Information Technology,0.5707273566695563
2020-08-25,63,sector,Consumer Staples,Materials,0.692570288226987
2020-08-25,63,sector,Consumer Staples,Utilities,0.5967986781142033
2020-08-25,63,sector,Energy,Financials,0.8636374728415579
2020-08-25,63,sector,Energy,Health Care,0.3964431263579362
2020-08-25,63,sector,Energy,Industrials,0.8074015678418852
2020-08-25,63,sector,Energy,Information Technology,0.727545621432662
2020-08-25,63,sector,Energy,Materials,0.8246295225686066
2020-08-25,63,sector,Energy,Utilities,0.27334554162480046
2020-08-25,63,sector,Financials,Health Care,0.3876300952611143
2020-08-25,63,sector,Financials,Industrials,0.8343811765839209
2020-08-25,63,sector,Financials,Information Technology,0.6678192040297157
2020-08-25,63,sector,Financials,Materials,0.7966997028130403
2020-08-25,63,sector,Financials,Utilities,0.2086155644144831
2020-08-25,63,sector,Health Care,Industrials,0.6156183872323215
2020-08-25,63,sector,Health Care,Information Technology,0.524088403630039
2020-08-25,63,sector,Health Care,Materials,0.5485311670363465
2020-08-25,63,sector,Health Care,Utilities,0.3093874436549799
2020-08-25,63,sector,Industrials,Information Technology,0.7117536388187944
2020-08-25,63,sector,Industrials,Materials,0.887559658934833
2020-08-25,63,sector,Industrials,Utilities,0.2720009934189238
2020-08-25,63,sector,Information Technology,Materials,0.7452997083797139
2020-08-25,63,sector,Information Technology,Utilities,0.20529876665690716
2020-08-25,63,sector,Materials,Utilities,0.24062303893411582
2020-09-24,63,sector,Consumer Discretionary,Consumer Staples,0.608865951839468
2020-09-24,63,sector,Consumer Discretionary,Energy,0.28492250580879613
2020-09-24,63,sector,Consumer Discretionary,Financials,0.12240421546367768
2020-09-24,63,sector,Consumer Discretionary,Health Care,0.5077159174608527
2020-09-24,63,sector,Consumer Discretionary,Industrials,0.42702111636333884
2020-09-24,63,sector,Consumer Discretionary,Information Technology,0.5751934107271557
2020-09-24,63,sector,Consumer Discretionary,Materials,0.39269040864974053
2020-09-24,63,sector,Consumer Discretionary,Utilities,0.3159717311419467
2020-09-24,63,sector,Consumer Staples,Energy,0.5135711621966571
2020-09-24,63,sector,Consumer Staples,Financials,0.4676561708516326
2020-09-24,63,sector,Consumer Staples,Health Care,0.5961073705256194
2020-09-24,63,sector,Consumer Staples,Industrials,0.549339203350846
2020-09-24,63,sector,Consumer Staples,Information Technology,0.48933405920497103
2020-09-24,63,sector,Consumer Staples,Materials,0.5303273649846095
2020-09-24,63,sector,Consumer Staples,Utilities,0.6074110276019705
2020-09-24,63,sector,Energy,Financials,0.7737485758802009
2020-09-24,63,sector,Energy,Health Care,0.35965206406188394
2020-09-24,63,sector,Energy,Industrials,0.6623605442756095
2020-09-24,63,sector,Energy,Information Technology,0.47086117534997407
2020-09-24,63,sector,Energy,Materials,0.6601358606460588
2020-09-24,63,sector,Energy,Utilities,0.171214472374665
2020-09-24,63,sector,Financials,Health Care,0.34961404338919483
2020-09-24,63,sector,Financials,Industrials,0.7003457109673695
2020-09-24,63,sector,Financials,Information Technology,0.3860549019627301
2020-09-24,63,sector,Financials,Materials,0.6455889776237288
2020-09-24,63,sector,Financials,Utilities,0.14645611630129718
2020-09-24,63,sector,Health Care,Industrials,0.5460713019101003
2020-09-24,63,sector,Health Care,Information Technology,0.42226964938821765
2020-09-24,63,sector,Health Care,Materials,0.4098961981012315
2020-09-24,63,sector,Health Care,Utilities,0.36926154112831294
2020-09-24,63,sector,Industrials,Information Technology,0.5569232078657514
2020-09-24,63,sector,Industrials,Materials,0.8408770648861701
2020-09-24,63,sector,Industrials,Utilities,0.204476109062884
2020-09-24,63,sector,Information Technology,Materials,0.5623154831697426
2020-09-24,63,sector,Information Technology,Utilities,0.22635780316951806
2020-09-24,63,sector,Materials,Utilities,0.16459074976102303
2020-10-23,63,sector,Consumer Discretionary,Consumer Staples,0.7654302799117071
2020-10-23,63,sector,Consumer Discretionary,Energy,0.30797900737196376
2020-10-23,63,sector,Consumer Discretionary,Financials,0.2204256767235602
2020-10-23,63,sector,Consumer Discretionary,Health Care,0.5431996321829339
2020-10-23,63,sector,Consumer Discretionary,Industrials,0.45010721453631863
2020-10-23,63,sector,Consumer Discretionary,Information Technology,0.5953664964442432
2020-10-23,63,sector,Consumer Discretionary,Materials,0.4248088536048968
2020-10-23,63,sector,Consumer Discretionary,Utilities,0.454314360593191
2020-10-23,63,sector,Consumer Staples,Energy,0.3938308676228472
2020-10-23,63,sector,Consumer Staples,Financials,0.4347643788798884
2020-10-23,63,sector,Consumer Staples,Health Care,0.6390636808273636
2020-10-23,63,sector,Consumer Staples,Industrials,0.4409918247135304
2020-10-23,63,sector,Consumer Staples,Information Technology,0.5651154737365832
2020-10-23,63,sector,Consumer Staples,Materials,0.4476385964095666
2020-10-23,63,sector,Consumer Staples,Utilities,0.6300497514778195
2020-10-23,63,sector,Energy,Financials,0.7860600057212952
2020-10-23,63,sector,Energy,Health Care,0.4316798219148358
2020-10-23,63,sector,Energy,Industrials,0.6278952702246773
2020-10-23,63,sector,Energy,Information Technology,0.475022498879119
2020-10-23,63,sector,Energy,Materials,0.6671135501140094
2020-10-23,63,sector,Energy,Utilities,0.20919582984442542
2020-10-23,63,sector,Financials,Health Care,0.43579876504467413
2020-10-23,63,sector,Financials,Industrials,0.7103740414184221
2020-10-23,63,sector,Financials,Information Technology,0.45098984439756234
2020-10-23,63,sector,Financials,Materials,0.7025183221491716
2020-10-23,63,sector,Financials,Utilities,0.2866699390477085
2020-10-23,63,sector,Health Care,Industrials,0.5573096662184335
2020-10-23,63,sector,Health Care,Information Technology,0.5146782411677483
2020-10-23,63,sector,Health Care,Materials,0.44653588828621943
2020-10-23,63,sector,Health Care,Utilities,0.5010258987573181
2020-10-23,63,sector,Industrials,Information Technology,0.5918511275108453
2020-10-23,63,sector,Industrials,Materials,0.8505766000384806
2020-10-23,63,sector,Industrials,Utilities,0.23831419327011694
2020-10-23,63,sector,Information Technology,Materials,0.5923891026318483
2020-10-23,63,sector,Information Technology,Utilities,0.449527348342464
2020-10-23,63,sector,Materials,Utilities,0.28088832713014283
2020-11-23,63,sector,Consumer Discretionary,Consumer Staples,0.730478470407577
2020-11-23,63,sector,Consumer Discretionary,Energy,-0.017213662719068566
2020-11-23,63,sector,Consumer Discretionary,Financials,0.00027267347496932355
2020-11-23,63,sector,Consumer Discretionary,Health Care,0.25410029411364554
2020-11-23,63,sector,Consumer Discretionary,Industrials,0.40944852006459936
