ticker,ret_21d,ret_63d,ret_126d,ret_252d,mom_12_1,resid_mom_63,beta_est,trail_ann_ret,trail_ann_vol,trail_sharpe,trail_n,ret_21d_z,ret_63d_z,ret_126d_z,mom_12_1_z,resid_mom_63_z,momentum_score,momentum_quintile
INTC,-0.28255393117747774,-0.048548774119258176,0.8751028830164178,3.1783585275058304,4.4162917278664935,-0.08757079442293865,1.4137832487522333,1.946057977317503,1.0302242454401134,1.8501389243690651,252,-2.3004619596813174,-0.6607473525716261,2.5980211859242934,4.753738479059511,-0.5731739835467908,0.763475273836814,5
TRV,0.12363276469088258,0.24694057558624105,0.2735925366834788,0.4245822781355937,0.27111033447856414,0.14787214687068845,0.8796116092307008,0.3750013674881184,0.20591987690891442,1.626852990186573,252,0.9976855912156891,1.3151839618552008,0.5400036505714491,-0.14145268588790094,1.0175569545897667,0.745795494468841,5
NUE,0.17359146895625144,0.13830216254364247,0.3531982767810229,0.8174363420506485,0.5136451285184724,0.031643957731876934,1.2149831579879915,0.6445471739210554,0.30599497829318645,1.9756767816686642,252,1.4033393947371473,0.5887210876621031,0.8123680579906458,0.14496522163004627,0.23228059280614266,0.636334870965217,5
CSCO,-0.029484698014277444,0.22595272509741426,0.39921134098729394,0.5909218538552974,0.6007102272573335,0.11170758835834818,1.2352201889653025,0.5163318062956396,0.32174359843614586,1.4804701899614445,252,-0.24559487502649507,1.1748386294609434,0.9697979236099606,0.24778347291371464,0.7732171507564266,0.5840084603429101,5
RTX,0.11784339476153627,0.23990753297054646,0.08966147655343715,0.3787381652143389,0.2796223197532959,0.12995832180325637,1.0131416577529821,0.3528720855984886,0.2525806486568849,1.2387017266057698,252,0.950677167631332,1.2681541479079312,-0.08930114751118305,-0.13140058173161612,0.8965251852848114,0.5789309543162551,5
ALL,0.09155976560009127,0.20698599525309858,0.2812862646731029,0.28351717901616813,0.19884107445961763,0.10844139841997052,0.9644548688210287,0.27849732845363795,0.24015817436496692,0.9930843665191883,252,0.7372598203147691,1.0480084900024187,0.5663270998876762,-0.22679800846083914,0.7511496835549867,0.5751894170598023,5
HMC,0.12692586410204076,0.28751041607378447,-0.028463045603787762,-0.08435171350406279,-0.16107786893203324,0.19444447089245345,0.7800477469821148,0.09485510545526277,0.6075808806006407,0.09028444970327941,252,1.0244248415856512,1.5864736659360192,-0.4934543585686469,-0.6518390053635122,1.332215089062993,0.5595640465305008,5
ABBV,0.02529278326003981,0.23659684441562479,0.18562020606358165,0.2958618830700801,0.2958257097453727,0.1627155696417449,0.644286876434412,0.2932382330335531,0.26202483733796444,0.9664665212898189,252,0.19918634884634923,1.2460156403965639,0.2390136507396006,-0.11226542599200608,1.1178440632201043,0.5379588554421224,5
HEI,-0.015373918797962127,0.314076980797771,0.09150025097434189,0.1205429342254336,0.15709585150900773,0.2034153710656346,0.9282405252791908,0.16693191568685417,0.3281451805946962,0.3868163337240424,252,-0.1310184194534116,1.764123747765331,-0.08300993402690884,-0.276096417184894,1.3928254788670218,0.5333648911934277,5
LRCX,-0.2390737775653453,0.15140964840285798,0.41920108186255267,1.8278875823776057,2.292205459012732,0.07663466781842516,1.604402652262246,1.2346753170165925,0.6256877085938723,1.9093795524630393,252,-1.947412577199929,0.6763705809126841,1.0381911565763495,2.2453299559814086,0.5362528166926522,0.509746386592633,5
MMM,0.1007126777580647,0.2437836278666281,0.07497414092101073,0.11542604064744055,0.0014981616587770308,0.14423577141291688,0.8827234305735084,0.14482546460079893,0.2680091887981157,0.39112638290831586,252,0.8115794746127989,1.2940735162049306,-0.13955264270726989,-0.45984722670460537,0.9929883907093838,0.49984830242304756,5
UNH,-0.011886358190675517,0.13680377942199096,0.5275079034130645,0.6113085958601006,0.564916629896471,0.05196743737839904,0.8897298542940569,0.5499729942509182,0.37714481609388584,1.3521940975690523,252,-0.10270018650159918,0.5787014299856735,1.4087539229662565,0.20551354913135111,0.3695927911106684,0.4919723013384701,5
GSAT,-0.010746081477524205,-0.01681810412447171,0.3714040110495578,1.8491638064353983,1.9254003176415733,0.006666965683400659,1.4511482911517501,1.5733319566476607,1.033563776206248,1.483538792618912,252,-0.09344138780858706,-0.44856500307940195,0.8746574609860192,1.8121568045816767,0.06352771461493968,0.44166711785892937,5
STLD,0.1386183543227697,0.0986858931032295,0.2696097837929077,1.0103503428945158,0.7052769268205084,-0.02411953549178074,1.4677249140333044,0.7588285002469005,0.3464619965395729,2.0747686829334424,252,1.1193653169326878,0.3238078939172196,0.5263769933780318,0.37126998297715014,-0.144476142401368,0.4392688089607442,5
